state,state_name,year,elec_price_cents_kwh,commercial_customers,gas_price_per_gallon,level2_ports,dcfast_ports,total_ports,chargers_per_100k,dcfast_share,charger_price_penalty,population,median_income,median_age,pct_drive_alone,pct_bachelors,pct_no_vehicle,ln_median_income,ln_population
MI,Michigan,2020,11.71,546115,2.2238605898123325,4565,1518,6083,60.98913896028908,0.24954792043399637,5.2082953851655915,9973907.0,59234.0,39.8,0.8928816453577135,0.12543900800358376,0.009135036049564128,10.989250980335326,16.1154829408017
MI,Michigan,2021,12.31,550701,3.1407506702412866,4565,1518,6083,60.452101821095965,0.24954792043399637,4.910812495621118,10062512.0,63202.0,39.8,0.8710660442059153,0.1279855368122791,0.008970324706196624,11.054091225203859,16.124327393254827
MI,Michigan,2022,12.55,554487,4.135388739946381,4565,1518,6083,60.479695555373716,0.24954792043399637,4.819099247440136,10057921.0,68505.0,39.9,0.8525184222722529,0.1304054784283949,0.009049683329189004,11.134662014287208,16.123871041238978
MN,Minnesota,2018,10.38,295855,2.9383378016085793,2370,318,2688,48.63082868886003,0.11830357142857142,4.685050933416187,5527358.0,68411.0,37.9,0.8639974359383931,0.15764547908783907,0.005677576882119812,11.13328890939415,15.5252205016506
MN,Minnesota,2019,10.34,299995,2.778820375335121,2832,570,3402,61.1498984969204,0.1675485008818342,5.913916682487466,5563378.0,71306.0,38.0,0.8624717796466763,0.16049475696240664,0.005467541482890431,11.1747357543345,15.531716035697414
MN,Minnesota,2020,10.43,303702,2.2761394101876675,2832,570,3402,60.748199249807946,0.1675485008818342,5.82437193190872,5600166.0,73382.0,38.1,0.8410185504766274,0.16411281379873383,0.005392697287901823,11.20343395292079,15.53830679812318
MN,Minnesota,2021,11.22,306605,3.1863270777479893,2832,570,3402,59.99500570675598,0.1675485008818342,5.347148458712654,5670472.0,77706.0,38.2,0.8159646225544545,0.16660888194139747,0.005385795044927477,11.260687753451641,15.550782917389162
MN,Minnesota,2022,12.3,308250,4.2399463806970505,2832,570,3402,59.733548341331755,0.1675485008818342,4.856386044010711,5695292.0,84313.0,38.5,0.7973427893113191,0.16954231670650075,0.005531586440168476,11.342291343251283,15.555150426595533
MO,Missouri,2018,9.4,384493,2.7761394101876675,2520,518,3038,49.884549615422635,0.17050691244239632,5.30686698036411,6090062.0,53560.0,38.5,0.9063152759972027,0.11979237649797325,0.0070651169068557925,10.888557799805108,15.622168820258231
MO,Missouri,2019,9.07,384787,2.646112600536193,2520,518,3038,49.76322337266234,0.17050691244239632,5.486573690480963,6104910.0,55461.0,38.6,0.9061440763885688,0.12217100661598615,0.007072503935356951,10.923435350020556,15.624603923403535
MO,Missouri,2020,8.93,387872,2.1715817694369974,2548,518,3066,50.06400877834675,0.1689497716894977,5.60627197965809,6124160.0,57290.0,38.7,0.8920000151850174,0.12577382040965618,0.006878494356777093,10.955881367402624,15.62775216213298
MO,Missouri,2021,9.17,395150,3.067024128686327,2548,518,3066,49.922380955637465,0.1689497716894977,5.444098250342145,6141534.0,61043.0,38.8,0.8744705709777565,0.12862535646631607,0.006765410726375528,11.019333812850217,15.630585106052775
MO,Missouri,2022,9.55,398806,4.038873994638069,2548,518,3066,49.81783829578147,0.1689497716894977,5.216527570238897,6154422.0,65920.0,38.8,0.8603766942801383,0.13073477899305572,0.006921852287672181,11.096197164583353,15.632681405798753
MS,Mississippi,2018,10.43,236871,2.7439678284182305,264,64,328,10.974443599055395,0.1951219512195122,1.052199769803969,2988762.0,43567.0,37.2,0.9448398737514364,0.08909173764923403,0.008423220048970108,10.682055262024345,14.910369812803072
MS,Mississippi,2019,10.52,237625,2.550938337801609,316,64,380,12.7328008341995,0.16842105263157894,1.2103422846197243,2984418.0,45081.0,37.5,0.9438601251602916,0.090381441205622,0.00823845721343324,10.716216150693835,14.908915310924396
MS,Mississippi,2020,10.38,237370,2.0857908847184987,346,110,456,15.292596672854131,0.2412280701754386,1.473275209330841,2981835.0,46511.0,37.7,0.9381754934392242,0.09207954162453656,0.00818656967940882,10.74744412273953,14.908049440783998
MS,Mississippi,2021,10.81,241509,2.9973190348525467,370,134,504,16.98672372947564,0.26587301587301587,1.5713897992114374,2967023.0,49111.0,37.8,0.9314867783645373,0.09449033593605442,0.00781254476288185,10.801838321277618,14.903069651180898
MS,Mississippi,2022,11.76,245252,3.900804289544236,434,164,598,20.2105820985614,0.27424749163879597,1.7185869131429763,2958846.0,52985.0,38.1,0.9248717986155386,0.09670391767601288,0.008103835076242563,10.877764133608936,14.900309885418313
MT,Montana,2018,10.11,108695,3.2292225201072386,62,48,110,10.559337718338305,0.43636363636363634,1.0444448781739175,1041732.0,52559.0,39.8,0.8527155200870663,0.14267009173184658,0.005202873675763056,10.869691627102307,13.856395270517712
MT,Montana,2019,10.41,109459,3.0831099195710454,69,52,121,11.51669111187466,0.4297520661157025,1.1063103853866147,1050649.0,54970.0,39.9,0.85405768499144,0.14774677366085154,0.005024513419800523,10.914542860854706,13.864918626429615
MT,Montana,2020,10.51,110977,2.646112600536193,79,98,177,16.67129758266185,0.5536723163841808,1.5862319298441343,1061705.0,56539.0,40.1,0.8443016622348214,0.1536990030187293,0.005165276606967095,10.94268594449761,13.875386664418851
MT,Montana,2021,10.54,112777,3.703753351206434,93,98,191,17.718357888565446,0.5130890052356021,1.681058623203553,1077978.0,60560.0,40.0,0.8344762058943701,0.154757332709944,0.005104927929883541,11.01138988811133,13.890597622079564
MT,Montana,2022,10.68,114645,4.616621983914209,127,109,236,21.614888628370455,0.461864406779661,2.0238659764391813,1091840.0,66341.0,40.1,0.8229573276606403,0.15620328985932005,0.005133536049237984,11.102563386249358,13.903374904405341
NC,North Carolina,2018,8.58,691673,2.9168900804289546,3760,80,3840,37.811561357529584,0.020833333333333332,4.406941883161956,10155624.0,52413.0,38.6,0.9046105068323872,0.13252223595517124,0.006173328197262916,10.866909931142555,16.133538198671577
NC,North Carolina,2019,8.81,705587,2.7184986595174263,3770,80,3850,37.50654172539444,0.02077922077922078,4.25726920833081,10264876.0,54602.0,38.7,0.9008254285798342,0.13592117430351813,0.006067779094457644,10.907825791098762,16.14423852847911
NC,North Carolina,2020,8.69,710220,2.28686327077748,3770,80,3850,37.06832134518146,0.02077922077922078,4.265629613944932,10386227.0,56642.0,38.9,0.8828573871816199,0.13950898627576694,0.006024035484685632,10.944506038478655,16.155991159492636
NC,North Carolina,2021,8.5,731526,3.1863270777479893,3770,100,3870,37.32991017092469,0.025839793281653745,4.391754137755846,10367022.0,60516.0,39.0,0.8589161381586313,0.14293863753737573,0.0059390247266765716,11.010663071864725,16.154140364421256
NC,North Carolina,2022,8.75,739530,4.091152815013404,3770,100,3870,36.961995237155605,0.025839793281653745,4.224228027103497,10470214.0,66186.0,39.1,0.8386206728331007,0.14646806645976865,0.006093189690296683,11.100224239197436,16.164045021988365
ND,North Dakota,2018,9.1,75148,3.037533512064343,20,0,20,2.658863787737586,0.0,0.29218283381731713,752201.0,63473.0,35.1,0.9017940176017767,0.14032419526163883,0.0038261049905543862,11.058369897608577,13.53075885445115
ND,North Dakota,2019,9.01,76355,2.89544235924933,30,0,30,3.9644939918093556,0.0,0.44001043194332473,756717.0,64894.0,35.1,0.9052483839524547,0.14263985082930608,0.0036314764964973695,11.080510448495465,13.536744618400919
ND,North Dakota,2020,9.02,76834,2.3753351206434314,55,36,91,11.967480016938588,0.3956043956043956,1.3267716205031694,760394.0,65315.0,35.2,0.8969039784624588,0.14461187226621988,0.003725700097580991,11.086976997920663,13.541591998981378
ND,North Dakota,2021,9.17,77174,3.355227882037534,66,48,114,14.741175983779534,0.42105263157894735,1.6075437277840277,773344.0,68131.0,35.2,0.8912850050932272,0.14485532958166095,0.0038365850126205157,11.129187601481807,13.558479247982707
ND,North Dakota,2022,8.45,76800,4.418230563002681,75,52,127,16.347567301776092,0.4094488188976378,1.9346233493226146,776874.0,73959.0,35.4,0.8865787259317923,0.14562335719820718,0.004196304677463784,11.211266164587588,13.563033454037917
NE,Nebraska,2018,8.83,153749,2.9396782841823055,138,82,220,11.550011550011549,0.37272727272727274,1.3080420781440032,1904760.0,59116.0,36.4,0.9095415092454588,0.1356029106029106,0.004694029694029694,10.987256894334463,14.459866574354287
NE,Nebraska,2019,8.85,153814,2.8016085790884717,198,82,280,14.624686156846625,0.29285714285714287,1.6525069103781498,1914571.0,61439.0,36.5,0.9090478326328654,0.13716597608550427,0.004620878515343646,11.025800091647431,14.465004134612728
NE,Nebraska,2020,8.89,155282,2.2989276139410184,248,84,332,17.257277945094827,0.25301204819277107,1.9412011186833324,1923826.0,63015.0,36.6,0.8965080766675848,0.13998771198642704,0.004616841647841333,11.051128072271592,14.469826469527717
NE,Nebraska,2021,8.81,157335,3.2466487935656834,426,156,582,29.823518560272205,0.26804123711340205,3.3851893939014985,1951480.0,66644.0,36.7,0.8813578640996081,0.1407465103408695,0.004567302765080862,11.10712029904896,14.484098617023516
NE,Nebraska,2022,8.82,158569,4.2761394101876675,572,212,784,40.02166478894953,0.27040816326530615,4.537603717567974,1958939.0,71722.0,36.9,0.8695548740490346,0.14298607562563204,0.004500395367083916,11.180552813554462,14.487913558105983
NH,New Hampshire,2018,15.81,107805,3.029490616621984,322,120,442,32.89615680600645,0.27149321266968324,2.0807183305506927,1343622.0,74057.0,42.7,0.8874684068867683,0.15873288767227686,0.005087740450811315,11.212590345950682,14.110879510507033
NH,New Hampshire,2019,15.93,108247,2.839142091152815,354,140,494,36.64351350469244,0.2834008097165992,2.3002833336279,1348124.0,76768.0,42.9,0.8851548024875873,0.16171583622871485,0.004920170548109818,11.248543165639422,14.114224554354305
NH,New Hampshire,2020,15.41,109068,2.3900804289544233,378,166,544,40.14037324644123,0.30514705882352944,2.604826297627594,1355244.0,77923.0,43.0,0.8719150208786356,0.165146645179761,0.00531933732966167,11.263476438601966,14.119492069885336
NH,New Hampshire,2021,16.13,110003,3.2493297587131367,430,230,660,48.09882121449523,0.3484848484848485,2.9819479984187995,1372175.0,83449.0,43.0,0.8491567821880591,0.16784593801810993,0.005130540929546158,11.331990945794695,14.131907630154435
NH,New Hampshire,2022,18.69,110915,4.376675603217158,576,276,852,61.7565833822602,0.323943661971831,3.3042580728871163,1379610.0,90845.0,43.1,0.8280389840357124,0.1711998318365335,0.005165952696776626,11.41691003653654,14.137311408496373
NJ,New Jersey,2018,12.21,521429,2.974530831099196,2480,1120,3600,40.53211917118571,0.3111111111111111,3.3195838797039894,8881845.0,79363.0,39.8,0.793895263852862,0.16414494961350937,0.008409851781921437,11.281787543663615,15.999519863657369
NJ,New Jersey,2019,12.23,523796,2.8056300268096512,4990,2330,7320,82.44633132409822,0.31830601092896177,6.741318996246789,8878503.0,82545.0,39.9,0.791604986437267,0.16778200108734548,0.008412679479862765,11.321098878161969,15.999143519675885
NJ,New Jersey,2020,12.35,526725,2.423592493297587,4990,2330,7320,82.38216817711896,0.31830601092896177,6.6706209050298755,8885418.0,85245.0,40.0,0.7738834648257346,0.17220911835548985,0.008477597789997049,11.353284742399332,15.999922064046723
NJ,New Jersey,2021,12.69,529178,3.2386058981233243,4990,2330,7320,79.27204867563697,0.31830601092896177,6.246812346385892,9234024.0,89703.0,40.0,0.7491190011114106,0.17451925617693867,0.008520120805404015,11.404259492303675,16.038405481136014
NJ,New Jersey,2022,13.75,532838,4.246648793565684,4990,2330,7320,79.14315212254473,0.31830601092896177,5.7558656089123446,9249063.0,97126.0,40.0,0.7303266652116535,0.17691608328324718,0.008730614117343563,11.483764383627241,16.040032807060392
NM,New Mexico,2018,10.02,143874,2.8552278820375334,225,159,384,18.351833319473876,0.4140625,1.8315202913646584,2092434.0,48059.0,37.5,0.9024198229863304,0.10185697613401426,0.007108945849665987,10.780184701749807,14.553838539629695
NM,New Mexico,2019,9.79,144960,2.6541554959785523,300,273,573,27.384114537284933,0.47643979057591623,2.7971516381292068,2092454.0,49754.0,37.8,0.9031999819592279,0.10306654292041785,0.00707016737285503,10.81484614136472,14.553848097830535
NM,New Mexico,2020,10.28,145459,2.170241286863271,438,339,777,37.052561705390644,0.4362934362934363,3.6043347962442263,2097021.0,51243.0,38.1,0.890761972786122,0.10675858753918058,0.007489195387170658,10.844334302306171,14.556028324140065
NM,New Mexico,2021,10.8,146312,3.1179624664879357,765,372,1137,53.902452206018296,0.32717678100263853,4.990967796853545,2109366.0,54020.0,38.3,0.8747885322191804,0.10692217471979733,0.007572417494166494,10.897109627346607,14.561897986367264
NM,New Mexico,2022,11.07,147142,4.057640750670242,921,486,1407,66.60471686367997,0.34541577825159914,6.016686256881659,2112463.0,58722.0,38.6,0.8604704293174904,0.10921138027032899,0.007933866770684268,10.980569722653874,14.56336512326718
NV,Nevada,2018,7.74,164982,3.450402144772118,1152,496,1648,56.38334378546411,0.30097087378640774,7.284669739724046,2922849.0,57598.0,37.9,0.8850001849180813,0.10863031241093878,0.004645809619313211,10.96124312385893,14.888069383504806
NV,Nevada,2019,8.04,167628,3.5013404825737267,1420,816,2236,75.22586262465592,0.36493738819320215,9.356450575205962,2972382.0,60365.0,38.0,0.8850680271373861,0.11109675674257212,0.004528018269522558,11.008164745766488,14.90487420953456
NV,Nevada,2020,7.45,169743,2.9785522788203753,2096,1024,3120,102.96074852464177,0.3282051282051282,13.820234701294197,3030281.0,62043.0,38.2,0.8739391969017384,0.11500748610442398,0.004909775694069296,11.035582972020785,14.92416591245946
NV,Nevada,2021,7.77,171686,3.8873994638069704,2312,1056,3368,110.09277473671547,0.31353919239904987,14.16895427756956,3059238.0,65686.0,38.3,0.857989907096666,0.11757927954608305,0.004840094167240339,11.092641091963714,14.933676423310189
NV,Nevada,2022,10.14,173757,5.178284182305631,2312,1056,3368,108.47660264679045,0.31353919239904987,10.697889807375784,3104817.0,71646.0,38.5,0.8435914331635446,0.1197368476145293,0.005285657737637999,11.179492604761439,14.948465334414784
NY,New York,2018,14.5,1106650,2.979892761394102,11452,6972,18424,93.91158416007623,0.378419452887538,6.476660976556982,19618453.0,65323.0,38.7,0.5964597038188535,0.1401016175944148,0.019237704420424995,11.08709947377011,16.791981160878645
NY,New York,2019,14.06,1121107,2.8109919571045574,11452,6972,18424,94.13294357199064,0.378419452887538,6.6950884475100025,19572319.0,68486.0,38.8,0.5948606041838368,0.14305295146681393,0.01935830904861095,11.134384623799924,16.789626830052523
NY,New York,2020,14.56,1143347,2.3941018766756033,11480,6972,18452,94.55363964128034,0.37784522003034904,6.494068656681342,19514849.0,71117.0,39.0,0.5874313173030771,0.14629526469817933,0.02002715983095744,11.17208168707087,16.7866862209292
NY,New York,2021,16.07,1161852,3.199731903485255,11564,6972,18536,92.15130492581437,0.37613293051359514,5.734368694823545,20114745.0,75157.0,39.2,0.5761283110589616,0.14896067536526067,0.019873331727546135,11.22733453788246,16.816963686179033
NY,New York,2022,18.19,1166974,4.230563002680965,11564,6972,18536,92.70605503676809,0.37613293051359514,5.09653958420935,19994379.0,81386.0,39.3,0.5684634817222874,0.15173079393963673,0.020404584708532333,11.306958547026635,16.810961742016314
OH,Ohio,2018,10.11,630210,2.8820375335120643,3883,1166,5049,43.36928772408646,0.23093681917211328,4.289741614647523,11641879.0,54533.0,39.3,0.9093624121861613,0.11774817450000984,0.008064763428652711,10.906561301994556,16.27011941335661
OH,Ohio,2019,9.72,632794,2.804289544235925,3982,1166,5148,44.16837967853004,0.2264957264957265,4.544071983387863,11655397.0,56602.0,39.4,0.9076160149366634,0.12025407628757734,0.007864253787322731,10.94379959925603,16.271279892505937
OH,Ohio,2020,9.53,636519,2.2935656836461127,3982,1166,5148,44.093179818034265,0.2264957264957265,4.626776476184078,11675275.0,58116.0,39.5,0.891344214861298,0.12318142399215436,0.008056341285323045,10.970196292191229,16.272983915845685
OH,Ohio,2021,9.75,640013,3.233243967828418,3982,1166,5148,43.73860389740867,0.2264957264957265,4.4860106561444795,11769923.0,61938.0,39.4,0.8731870136142941,0.1260009092667811,0.008011012476462251,11.033889163693646,16.281057937158984
OH,Ohio,2022,10.39,631665,4.2238605898123325,3982,1166,5148,43.7209222532785,0.2264957264957265,4.207980967591771,11774683.0,66990.0,39.6,0.8567894326301134,0.12873068429952636,0.008053040578672054,11.112298633502313,16.28146227606063
OK,Oklahoma,2018,8.07,282875,2.7828418230563003,357,132,489,12.480421179759666,0.26993865030674846,1.5465205922874432,3918137.0,51424.0,36.4,0.9237335444283276,0.10944716838640405,0.005534007616374823,10.84786026853724,15.181126843695104
OK,Oklahoma,2019,7.98,285641,2.6528150134048256,510,318,828,21.053327468235665,0.38405797101449274,2.6382615874982034,3932870.0,52919.0,36.6,0.9229262224544801,0.11101333123139082,0.0053248645391279145,10.876517721602884,15.18487999721905
OK,Oklahoma,2020,7.82,290192,2.176943699731903,813,1695,2508,63.50424956866232,0.6758373205741627,8.120748026683161,3949342.0,53840.0,36.7,0.9133376702715342,0.11352929171492365,0.00504792950319319,10.89377196431861,15.189059540722456
OK,Oklahoma,2021,8.7,296856,3.0737265415549597,969,1803,2772,70.21034736392059,0.6504329004329005,8.070154869416161,3948136.0,56956.0,36.8,0.9012620492138377,0.11581566592437545,0.00513128220507095,10.950034318900885,15.188754126763879
OK,Oklahoma,2022,10.34,300361,4.048257372654155,969,1803,2772,69.81493752545336,0.6504329004329005,6.751928193951002,3970497.0,61364.0,36.9,0.8905909623695454,0.11729992492123782,0.005217230991485449,11.024578622964665,15.194401833744772
OR,Oregon,2018,8.91,237942,3.5388739946380694,3474,1377,4851,118.8404639653224,0.28385899814471244,13.337874743582761,4081943.0,59393.0,39.2,0.8154213928193256,0.14285941768417637,0.005593659686085769,10.99193165328861,15.22208365851117
OR,Oregon,2019,8.85,240488,3.591152815013405,3474,1377,4851,117.46323008627773,0.28385899814471244,13.2726813656811,4129803.0,62818.0,39.3,0.8153496603476124,0.1460987364288321,0.005699061190085822,11.047996935591241,15.233740264041677
OR,Oregon,2020,9.0,239645,3.054959785522788,3483,1386,4869,116.58516799134938,0.2846580406654344,12.953907554594375,4176346.0,65667.0,39.5,0.7989035833414294,0.1502174388807824,0.005750720845447192,11.092351795181264,15.244947259518506
OR,Oregon,2021,9.1,242237,3.9865951742627344,3501,1386,4887,116.15864985000631,0.283609576427256,12.764686796703991,4207177.0,70084.0,39.6,0.7763681478176584,0.15326500406329469,0.0059427021967461795,11.157449801606978,15.252302434423541
OR,Oregon,2022,9.35,244617,5.310991957104557,3501,1386,4887,115.5490150551831,0.283609576427256,12.35818342836183,4229374.0,76632.0,39.9,0.7580307434780335,0.1546765549700736,0.006019803403529695,11.246770023062728,15.257564549527045
PA,Pennsylvania,2018,8.94,716936,3.1528150134048256,3982,1320,5302,41.450433701157074,0.24896265560165975,4.636513836818465,12791181.0,59445.0,40.7,0.8463100129260331,0.12991020922931198,0.012777709892464191,10.992806794292646,16.364266507056033
PA,Pennsylvania,2019,8.71,716992,2.974530831099196,3993,1320,5313,41.535297184934095,0.2484472049689441,4.768690836387381,12791530.0,61744.0,40.8,0.8438457529809276,0.1330071539526546,0.012698715478132797,11.0307520837774,16.364293791107364
PA,Pennsylvania,2020,8.5,720919,2.56970509383378,4059,1320,5379,42.04023717290151,0.24539877300613497,4.945910255635472,12794885.0,63627.0,40.9,0.8263567007270342,0.13711033745125495,0.012696870663550318,11.060793187543457,16.36455603964974
PA,Pennsylvania,2021,8.91,725725,3.4343163538873998,4059,1320,5379,41.4705508205063,0.24539877300613497,4.6543828081376315,12970650.0,67587.0,40.8,0.8058344141313469,0.1398269940211169,0.012645395566143563,11.121170935845253,16.37819967068838
PA,Pennsylvania,2022,10.73,730432,4.502680965147453,4059,1320,5379,41.411300827579325,0.24539877300613497,3.8593942989356314,12989208.0,73170.0,40.8,0.7885445275819585,0.14199133619232213,0.012828803726909293,11.200540779878075,16.37962941681113
RI,Rhode Island,2018,16.58,60128,3.1126005361930296,296,20,316,29.906938315046883,0.06329113924050633,1.8037960383019835,1056611.0,63296.0,39.9,0.887427501395695,0.13779432544238135,0.005828067283039832,11.055577414982384,13.870577174409627
RI,Rhode Island,2019,16.38,60672,2.9168900804289546,364,20,384,36.321295913570445,0.052083333333333336,2.217417332940809,1057231.0,67167.0,39.9,0.88848434033381,0.14202194222454695,0.005860592434387565,11.114937334467607,13.871163784021679
RI,Rhode Island,2020,15.94,60057,2.455764075067024,468,36,504,47.64614794128936,0.07142857142857142,2.989093346379508,1057798.0,70305.0,40.0,0.8777384795000344,0.14745821035774317,0.00615902090947421,11.160598199024916,13.871699946895648
RI,Rhode Island,2021,15.51,60091,3.339142091152815,800,44,844,77.29298712668816,0.052132701421800945,4.98342921513141,1091949.0,74489.0,40.0,0.8552509246440513,0.1470059499115801,0.006304323736731295,11.218406742459457,13.903474730899651
RI,Rhode Island,2022,16.23,60133,4.49597855227882,820,46,866,79.14096413068312,0.053117782909930716,4.876214672254043,1094250.0,81370.0,40.1,0.8389255685137105,0.15123326479323737,0.006766278272789582,11.306761933690703,13.905579755053141
SC,South Carolina,2018,10.11,376842,2.745308310991957,1164,244,1408,28.410438011067562,0.17329545454545456,2.8101323453083644,4955925.0,51015.0,39.2,0.9178975843945004,0.11884057971014493,0.008007586878332501,10.839874986109406,15.41609438844475
SC,South Carolina,2019,10.58,385285,2.557640750670241,1328,280,1608,32.026730369586076,0.17412935323383086,3.0271011691480223,5020806.0,53199.0,39.4,0.9157089104013567,0.1223221928909422,0.007836988722527817,10.881794878160589,15.429101036548817
SC,South Carolina,2020,10.35,395288,2.1514745308310994,1504,424,1928,37.86690685703299,0.21991701244813278,3.658638343674685,5091517.0,54864.0,39.7,0.9047324967146892,0.12538384925357215,0.00778373125337694,10.912612674702702,15.443086379486447
SC,South Carolina,2021,10.67,402005,2.9973190348525467,1520,424,1944,38.27598203785345,0.21810699588477367,3.5872522997051033,5078903.0,58234.0,39.8,0.8902438019021139,0.12876560154820835,0.007644564190337953,10.972224655585418,15.440605851353322
SC,South Carolina,2022,10.86,403966,3.8498659517426272,1520,424,1944,37.800787516406594,0.21810699588477367,3.4807354987483055,5142750.0,63623.0,40.0,0.8764328221316895,0.13112439842496718,0.007696854795586019,11.060730319174084,15.453098513814721
SD,South Dakota,2018,9.62,72106,2.9597855227882035,51,44,95,10.991693750585743,0.4631578947368421,1.142587707961096,864289.0,56499.0,36.8,0.889923830250272,0.13007917490561607,0.004130562809430642,10.941978217862857,13.669662482597378
SD,South Dakota,2019,9.59,73549,2.82171581769437,70,52,122,14.012712516568309,0.4262295081967213,1.4611796159091042,870638.0,58275.0,37.0,0.890188616394819,0.13078914543128142,0.0040257833910304856,10.972928463903958,13.676981555206595
SD,South Dakota,2020,9.65,74236,2.3150134048257374,72,53,125,14.215271523058309,0.424,1.4730851319231408,879336.0,59896.0,37.2,0.8807583900524747,0.13237260842271897,0.003982550469900015,11.00036500391052,13.686922356187145
SD,South Dakota,2021,10.15,74987,3.2707774798927614,89,65,154,17.46457469791389,0.42207792207792205,1.720647753489053,881785.0,63920.0,37.1,0.8734187505363038,0.13532890670628328,0.00421417919334078,11.065387580440156,13.689703541101277
SD,South Dakota,2022,10.21,76157,4.306970509383379,102,75,177,19.880001168090466,0.423728813559322,1.947110790214541,890342.0,69457.0,37.5,0.8666341585062277,0.13850071096275363,0.004475808172589859,11.148463135039968,13.699360937558566
TN,Tennessee,2018,10.51,491567,2.8230563002680964,2891,784,3675,55.25410951499822,0.21333333333333335,5.257289202188223,6651089.0,50972.0,38.7,0.923308468959712,0.11461265967122075,0.006212516476625106,10.83903174133217,15.710291158623427
TN,Tennessee,2019,10.65,497497,2.691689008042895,3332,868,4200,62.59915258632871,0.20666666666666667,5.877854702941662,6709356.0,53320.0,38.7,0.9200958140690556,0.11766375193088577,0.006108186836411721,10.884066774292645,15.719013528186865
TN,Tennessee,2020,10.56,501589,2.207774798927614,3332,868,4200,62.017628363201226,0.20666666666666667,5.872881473787994,6772268.0,54833.0,38.8,0.9069097740242248,0.12210783743348609,0.005939812186995553,10.912047481473621,15.728346596171537
TN,Tennessee,2021,10.87,519798,3.119302949061662,3332,868,4200,61.22897932603513,0.20666666666666667,5.632840784363858,6859497.0,58516.0,38.8,0.8900055703810356,0.12526501578760074,0.005798238558891417,10.977055500097977,15.7411446733986
TN,Tennessee,2022,12.02,528291,4.107238605898123,3332,868,4200,60.66057634480165,0.20666666666666667,5.046636967121602,6923772.0,64035.0,38.9,0.8732958053657857,0.12845613633724506,0.005913106324125058,11.067185087860173,15.75047126579326
TX,Texas,2018,8.16,1591150,2.739946380697051,5780,5600,11380,40.81018619378491,0.492091388400703,5.001248308061876,27885195.0,59570.0,34.4,0.9071994312775543,0.1222812320301149,0.004560735544434959,10.994907370622734,17.143606460788334
TX,Texas,2019,8.06,1537111,2.556300268096515,5820,5620,11440,40.48001943040932,0.49125874125874125,5.022334916924233,28260856.0,61874.0,34.6,0.9049365289694012,0.125074555420402,0.004443035978811116,11.032855338124229,17.156988224924692
TX,Texas,2020,7.6,1539553,2.060321715817694,5820,5620,11440,39.95049212091784,0.49125874125874125,5.256643700120769,28635442.0,63826.0,34.8,0.8861160205716415,0.12820074507667806,0.0044882142905285,11.0639159098287,17.170155739346633
TX,Texas,2021,8.72,1552641,2.96112600536193,5820,5620,11440,39.63609491472714,0.49125874125874125,4.545423728753112,28862581.0,67321.0,35.0,0.8666008837176209,0.13136957502172103,0.004601424938400346,11.117227502621036,17.17805653905065
TX,Texas,2022,9.05,1574976,3.855227882037534,5820,5620,11440,39.12001576290425,0.49125874125874125,4.3226536754590335,29243342.0,73035.0,35.2,0.8480624123613849,0.13401351322978064,0.004744635548153149,11.19869405728491,17.191162481800255
UT,Utah,2018,8.23,130053,3.227882037533512,1602,384,1986,65.21417899420429,0.1933534743202417,7.923958565516924,3045350.0,68374.0,30.7,0.8712422668761388,0.12847029077117572,0.003911537261726895,11.132747914388814,14.929126395049483
UT,Utah,2019,8.26,132082,3.0817694369973188,2112,672,2784,89.8978574343978,0.2413793103448276,10.883517849200704,3096848.0,71621.0,30.8,0.8683155916075295,0.1326519738779559,0.003762212417270722,11.179143606035232,14.945895377996289
UT,Utah,2020,8.27,135113,2.6447721179624666,2544,690,3234,102.6263003218734,0.21335807050092764,12.409467995389772,3151239.0,74197.0,31.1,0.8480795547129812,0.13643395502530908,0.003975896464850809,11.214478997071259,14.963306266799872
UT,Utah,2021,8.13,139168,3.701072386058981,2544,696,3240,100.26706938543096,0.21481481481481482,12.332972864136648,3231370.0,79133.0,31.3,0.8258518731426466,0.13955473994002543,0.0039330067432698824,11.278885260180807,14.988416753880058
UT,Utah,2022,8.39,141960,4.613941018766757,2550,696,3246,98.84862365624797,0.2144177449168207,11.781719148539684,3283809.0,86833.0,31.4,0.8053179536742804,0.14268217183155293,0.00410133476094377,11.371742012728488,15.004514587083515
VA,Virginia,2018,8.32,431058,2.832439678284182,3430,1550,4980,59.188658977528995,0.3112449799196787,7.1140215117222345,8413774.0,71564.0,38.1,0.8641184577812574,0.14791091369936962,0.006023931710074456,11.178347433209714,15.945380682776621
VA,Virginia,2019,8.18,434175,2.6394101876675604,3490,1550,5040,59.61348461753278,0.30753968253968256,7.287712055933103,8454463.0,74222.0,38.2,0.8610815039777852,0.15052499490505783,0.005900433889177823,11.214815881166105,15.95020502558343
VA,Virginia,2020,7.63,437477,2.2198391420911525,3510,1560,5070,59.58146313740707,0.3076923076923077,7.808841826658856,8509358.0,76398.0,38.4,0.8382311519822839,0.1532523370153189,0.0061475848119211815,11.24371179680149,15.956677057045718
VA,Virginia,2021,7.79,442263,3.0938337801608577,3560,1560,5120,59.65642327816939,0.3046875,7.6580774426404865,8582479.0,80615.0,38.5,0.8121489784982893,0.15599583756627894,0.006139368357324265,11.29744001539784,15.965233357471492
